Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000793,FB1601,The Collection study day (--DY) is missing when date/time of collection (--DTC) is populated.,"When date/time of collection (--DTC) is populated, the Collection study day (--DY) should be present.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000544,CG0028,"'--SEQ is not a unique number per USUBJID per domain, nor a unique number per POOLID per domain, including when the domain is split into multiple files","Excluding TS.TSSEQ, raise an error when --SEQ is not a unique number per USUBJID per domain, or not a unique number per POOLID per domain, including when the domain is split into multiple files.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""TS""]}}",Fully Executable,Published
CORE-000041,"CG0649, TIG0689, CG0459",TSVAL is not populated with an ISO 21090 null flavor or null flavor description but TSVALNF is populated.,Raise and error when TSVAL is not populated TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors) but TSVALNF is completed.,"SDTMIG, TIG","3.4, 1.0, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000792,FB0905,'--CLASCD and --CLAS do not have a one-to-one relationship,There must be a one-to-one relationship between --CLASCD and --CLAS,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""AG"",""CM"",""SU""]}}",Fully Executable,Published
CORE-000791,FB0903,ACTARMCD and ACTARM do not have a one-to-one relationship,ACTARMCD and ACTARM should have a one-to-one relationship,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000334,"CG0016, TIG0301, SEND13, TIG0065",At least one expected variable is missing from dataset,Raise an error when an expected variable is not present in the dataset.,"SDTMIG, TIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.4, 3.3, 3.2, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000726,FB5701,"Ethnicity has been collected but the values is not mapped to ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO""","When Ethnicity was collected and it was not mapped as ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO"".",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""RELATIONSHIP""]},""Domains"":{""Include"":[""DM""]}}",Partially Executable,Published
CORE-000790,FB2505,Subject is assigned to an arm but has no record in EX,"If a subject is assigned to an arm, the subject should have a record in EX.",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Partially Executable,Published
CORE-000787,CG0291,TSVAL is populated with an ISO 21090 null flavor or null flavor description.,Raise an error when TSVALNF is empty and TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors),SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000318,FB0902,ARMCD and ARM do not have a one-to-one relationship,ARMCD and ARM should have a one-to-one relationship,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""TA"",""TV"",""DM""]}}",Fully Executable,Published
CORE-000328,FB3202,The Study Day of Start of Observation (--STDY) is not present in the dataset when Start Date/Time of Observation (--STDTC) is present.,"Study Day of Start (--STDY) variable should be included into dataset, when Start Study Date/Time (--STDTC) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000303,FB0901,'--TESTCD and --TEST do not have a one-to-one relationship,'--TESTCD and --TEST should have a one-to-one relationship,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000786,"CG0430, TIG0584","IESCAT exists in a dataset, but IECAT does not exist.","Part B - Raise an error when IESCAT exists in a dataset, but IECAT does not exist.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000785,"CG0429, TIG0583",IECAT should not be null when IESCAT is populated,"Part B - Raise an error when IESCAT is not empty, but IECAT is empty.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000784,"CG0217, TIG0431",TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,Raise an error when variable TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000783,"CG0314, SEND274, SEND274.1","SUPP--.QNAM is present in the dataset, but the value of SUPP--.QNAM equals a variable name defined in the corresponding SDTM version.","Raise an error when SUPP--.QNAM is present in dataset, but value of SUPP--.QNAM is equal to a variable name defined in the corresponding SDTM version.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CORE-000580,"CG0325, TIG0495","The combination of TESTRL, TEENRL, and TEDUR is not unique for each ETCD.","The combination of TESTRL, TEENRL, and TEDUR must be unique for each ETCD.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000779,CG0376,TDSTOFF is not equal to zero or a positive value in ISO 8601 Duration format,TDSTOFF must be equal to 0 or a positive value in ISO 8601 Duration format,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TD""]}}",Fully Executable,Published
CORE-000043,"CG0648, TIG0688",TP dataset is present.,Raise an error when TP dataset is present.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""TP""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000042,"CG0647, TIG0687",TT dataset is present.,Raise an error when TT dataset is present.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""TT""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000104,"CG0430, TIG0584","'--SCAT exists in a dataset, but --CAT does not exist.","Part A - Raise an error when --SCAT exists in a dataset, but --CAT does not exist.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000103,"CG0429, TIG0583",'--CAT should not be null when --SCAT is populated,"Part A - Raise an error when --SCAT is not empty, but --CAT is empty.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000778,CG0650,"Associated Persons non-supplemental qualifier dataset associated with a split dataset does not have a dataset name with a length greater than 4 and less than, or equal to, 6.","When an Associated Persons non-supplemental qualifier dataset is associated with a split dataset, the dataset name length must be greater than 4 and less than, or equal to, 6.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AP--""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000777,CG0502,TM dataset is missing when RELMIDS variable is present in any of the dataset.,Raise an error when variable RELMIDS is present in any of the dataset and TM dataset is missing in a study.,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0173,CG0173,"collected data fits a Qualifier variable listed in SDTM Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, and the name of the variable is used as FATESTCD","Trigger error when collected data fits a Qualifier variable listed in SDTM Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, and the name of the variable is used as FATESTCD",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable - Possible Underreporting,Draft
CORE-000776,FB3203,The Study Day of End of Observation (--ENDY) is not present in the dataset when End Date/Time of Observation (--ENDTC) is present.,"Study Day of End (--ENDY) variable should be included into dataset, when End Study Date/Time (--ENDTC) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000774,FB4202,"'--STAT = NOT DONE, but a reason is not provided","When a test is not done, the reason why should be populated.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable - Possible Overreporting,Published
CDISC.SDTMIG.CG0010,CG0010,"Metadata attribute of variable role does not equal the IG role for domain in IG, or model role (for custom domains)","Trigger warning when metadata attribute of variable role does not equal the IG role for domain in IG, or model role (for custom domains)",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable - Possible Underreporting,Draft
CORE-000767,CG0603,"Parent record exists and --DECOD is not null, but FAOBJ is not equal to --DECOD.","When findings are collected, and the parent record exists and --DECOD is not null, FAOBJ should not be equal to --DECOD",SDTMIG,3.4,"{""Classes"":{""Exclude"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000766,CG0601,"Related record is present in the parent domain dataset and ""Other, specify"" value was coded.","When findings are collected, and the Events parent record exists and --DECOD is null, FAOBJ should not be equal to --TERM",SDTMIG,3.4,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000765,FB2401,The submitted dataset is larger than 5 GB,The submitted dataset is larger than 5 GB,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
,FB3801,Timing information is not submitted while it is collected,"Time point reference is not provided, when reference time point is used.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
CDISC.SDTMIG.CG0437,CG0442,TSVAL is not a valid preferred term from FDA Substance Registration System (SRS),TSVAL is a valid preferred term from FDA Substance Registration System (SRS),SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
,FB1801,The length of the variable is longer than the data within the variable,The length of each variable cannot be different between datasets and should not be longer than the maximum length of the data contained by the variable,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
,FB1901,The length of the variable is longer than the data within the variable,All variables in each of the SUPPQUAL and RELREC datasets have a length that is not longer than the length of the longest value for that variable.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
CDISC.SDTMIG.CG0437,CG0437,'--SOCCD is not a valid MedDRA primary system organ class code,Trigger error when --SOCCD is not a valid MedDRA primary system organ class code,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0436,CG0436,'--SOC is not a valid MedDRA primary system organ class,Trigger error when --SOC is not a valid MedDRA primary system organ class,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CORE-000763,"CG0232, TIG0441","'--STTPT is equal to the date of collection or assessment but --STRTPT is not in ('BEFORE', 'COINCIDENT',  'UNKNOWN').","Trigger error when --STRTPT is not in ('BEFORE', 'COINCIDENT', 'UNKNOWN')","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Partially Executable,Published
CDISC.SDTMIG.CG0386,CG0386,'--BDSYCD is not a valid MedDRA system organ class code,Trigger error when --BDSYCD is not a valid MedDRA system organ class code,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CORE-000376,"CG0349, TIG0514",First 2 characters of prefixed variable within custom domain do not match the DOMAIN value.,Raise an error when the two first characters of a prefixed variable within a custom domain do not match the DOMAIN value.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS"",""INTERVENTIONS"",""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000215,CG0539,More than 1 record exists per subject per EPOCH with DSCAT = 'DISPOSITION EVENT' and DSSCAT = 'STUDY TREATMENT'.,Trigger error when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT' and more than one record where DSSCAT = 'STUDY TREATMENT',SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
CORE-000214,"CG0538, TIG0631",More than 1 record exists per subject per EPOCH with DSCAT = 'DISPOSITION EVENT' and DSSCAT = 'STUDY PARTICIPATION'.,Trigger error when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT' and more than one record where DSSCAT = 'STUDY PARTICIPATION',"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000761,CG0289,TSVCDVER is not a valid published version (date),Trigger error when TSVCDREF = 'CDISC' and TSVCDVER is not a valid published version (date),SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000289,"CG0181, TIG0410",LBORRES is not a continuous measurement but LBORNRHI is not empty.,Raise an error when LBORRES is not a continuous measurement and LBORNRHI is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000298,"CG0182, TIG0411",LBORRES is not a continuous measurment but LBSTNRLO is not empty.,Raise an error when LBORRES is not a continuous measurement and LBSTNRLO is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000299,"CG0183, TIG0412",LBORRES is not a continuous measurement but LBSTNRHI is not empty.,Raise an error when LBORRES is not a continuous measurement and LBSTNRHI is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
